Designator,Mid X,Mid Y,Rotation,Layer
D1,16.5,5.5,90.0,top
D10,122.272724,5.5,90.0,top
D11,134.63636,5.5,90.0,top
D12,141.5,5.5,90.0,top
D2,23.363636,5.5,90.0,top
D3,35.727272,5.5,90.0,top
D4,48.090908,5.5,90.0,top
D5,60.454544,5.5,90.0,top
D6,72.81818,5.5,90.0,top
D7,85.181816,5.5,90.0,top
D8,97.545452,5.5,90.0,top
D9,109.909088,5.5,90.0,top
J1,14.15,3.7,90.0,top
J2,144.35,7.3,-90.0,top
R1,41.90909,5.5,-90.0,top
R2,54.272726,5.5,-90.0,top
R3,103.72727,5.5,-90.0,top
R4,116.090906,5.5,-90.0,top
